timestamp,blocknumber,txhash,txindex,logindex,txfrom,txto,txvalue,gas_price,gas_used
1576108906,9091437,0xb2201bbc0eee7e5824c785854c1b12f6bd0f141beabe695ed6e5bee2fe297807,88,151,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x62ae162c9da102f2fc98374faa0d790a240158eb,4442910533063847293850,5000000000,73979
1576108914,9091438,0x5c4b2674587cc2a34e03191951473b2e6c48b800abcfa5104a7096b458e7b42c,41,77,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0x39755357759ce0d7f32dc8dc45414cca409ae24e,2866816987965000000000,8000800000,149074
1576108914,9091438,0x4b29bd0657447dd89e20c81f3e18ffbf0286265f66f73055d6bda1a79267cca6,90,163,0x629cd43eaf443e66a9a69ed246728e1001289eac,0x8888888883585b9a8202db34d8b09d7252bfc61c,52895960928740836628,4500000000,133386
1576108914,9091438,0x4b29bd0657447dd89e20c81f3e18ffbf0286265f66f73055d6bda1a79267cca6,90,164,0x8888888883585b9a8202db34d8b09d7252bfc61c,0x701dd73aaae8dca5c1b522a16591927e56dbf58c,52895960928740836628,4500000000,133386
1576108940,9091439,0x0e6c83ee49765726f779b5bd863cbb8b96aab2f69d2209d0d360e9904f3c3f2b,82,128,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,7498000001215740000000,5000000000,355531
1576108940,9091439,0x0e6c83ee49765726f779b5bd863cbb8b96aab2f69d2209d0d360e9904f3c3f2b,82,132,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,0x39755357759ce0d7f32dc8dc45414cca409ae24e,7498000001320416000000,5000000000,355531
1576108944,9091440,0x5ff4e832492f7b5596d8073b444a53ded32397b1704d31f24f0a6c2b1958a66c,32,405,0xbf48602047dc9f72ab437e9c893ce15cfb33089d,0x8888888883585b9a8202db34d8b09d7252bfc61c,14999999999999999999,2000000001,153763
1576108944,9091440,0x5ff4e832492f7b5596d8073b444a53ded32397b1704d31f24f0a6c2b1958a66c,32,406,0x701dd73aaae8dca5c1b522a16591927e56dbf58c,0x8888888883585b9a8202db34d8b09d7252bfc61c,10181006023561880766,2000000001,153763
1576108960,9091441,0xeed0a69e1adf9585786199f1cbd3920a95910b210e99e847cbf99d357edd5830,26,72,0x00f343fc52762f52e9738f0e8ef91b40734d89bc,0x23340e240eb31c65c88540971897b0b7794863a1,24999999999999999998,8000000000,408553
1576108960,9091441,0xeed0a69e1adf9585786199f1cbd3920a95910b210e99e847cbf99d357edd5830,26,73,0x781555cf6fd1a4b9a36d6dcbb19e90dfe8adb897,0x23340e240eb31c65c88540971897b0b7794863a1,10000000000000000000,8000000000,408553
1576108960,9091441,0xeed0a69e1adf9585786199f1cbd3920a95910b210e99e847cbf99d357edd5830,26,75,0xbb5ce08c756f8e6f3bfb5b35a68c160f58abed1e,0x23340e240eb31c65c88540971897b0b7794863a1,5883054275179475478,8000000000,408553
1576108960,9091441,0xa7a42617d70f027c103a7d24ee66e202d19b05de54a2b43923e6ba72583976f8,59,187,0x62ae162c9da102f2fc98374faa0d790a240158eb,0x39755357759ce0d7f32dc8dc45414cca409ae24e,8936457042176908883518,5000000000,250219
1576108981,9091444,0x85014872a8413f1fac3d4d72bc223244082f0c2419c785e401ee771a406a209f,56,61,0xf59e93290383ed15f73ee923ebbf29f79e37b6d8,0x23340e240eb31c65c88540971897b0b7794863a1,7999467859085908987,8000000000,268737
1576108981,9091444,0x85014872a8413f1fac3d4d72bc223244082f0c2419c785e401ee771a406a209f,56,62,0x06a1358db843565fd25867ce982637bcab81dc19,0x23340e240eb31c65c88540971897b0b7794863a1,9999999999999999998,8000000000,268737
1576108981,9091444,0x9c3b14a2b25e031f4582e472f928fa6d4b8f4d2bfd913f1fcd4db3a37635f174,74,96,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,8213000000452232000000,6612499999,885083
1576108981,9091444,0x9c3b14a2b25e031f4582e472f928fa6d4b8f4d2bfd913f1fcd4db3a37635f174,74,106,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,0x39755357759ce0d7f32dc8dc45414cca409ae24e,8213000000008648000000,6612499999,885083
1576108981,9091444,0x4b931b312db9248c708fb89a179c466dae4644fef529d418b671f3ca4452b493,122,202,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xc37027c11b6b416462aa7b589e6f7937ce220327,205559586100000050000,3820299999,97437
1576109021,9091445,0x2b628f77ef5af8b2f564a86500459b0c076dc7bdf92f07b21a2b71c1f1256e3f,96,67,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0x39755357759ce0d7f32dc8dc45414cca409ae24e,2855107334712000000000,8000800000,163823
1576109021,9091445,0xa301bf3e708563d28cab9b57732d2e6a5afbfed4480acea37a7da88bf65e9a55,97,71,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,2661257401864999950000,8000800000,75972
1576109021,9091445,0x7f2744a4d7f2e854755e2ba68b99a451b41a012e5edb75f1c02414060f87f1a3,127,126,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,7498000001320416000000,5000000000,360278
1576109021,9091445,0x7f2744a4d7f2e854755e2ba68b99a451b41a012e5edb75f1c02414060f87f1a3,127,130,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,0x39755357759ce0d7f32dc8dc45414cca409ae24e,7498000000847943000000,5000000000,360278
1576109021,9091445,0xaa9a2990345ba57b62b082e6316b20581204386b7a1811dc9354751522fea26f,135,140,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x62ae162c9da102f2fc98374faa0d790a240158eb,8936457042176908883518,5000000000,73979
1576109041,9091446,0x68262398bfe32bf374f454df9074118bb97ac1d4cf8914a4f1677e39355e5639,5,5,0xf59e93290383ed15f73ee923ebbf29f79e37b6d8,0x23340e240eb31c65c88540971897b0b7794863a1,6738716963188968577,8000000000,253737
1576109041,9091446,0x68262398bfe32bf374f454df9074118bb97ac1d4cf8914a4f1677e39355e5639,5,6,0x06a1358db843565fd25867ce982637bcab81dc19,0x23340e240eb31c65c88540971897b0b7794863a1,4999999999999999999,8000000000,253737
1576109041,9091446,0x13b5142fdea87e73bc6ab134437171bdded7b1b09f6030fa383d2f2694e91a83,6,8,0xf59e93290383ed15f73ee923ebbf29f79e37b6d8,0x23340e240eb31c65c88540971897b0b7794863a1,23200386595380701190,8000000000,253725
1576109041,9091446,0x13b5142fdea87e73bc6ab134437171bdded7b1b09f6030fa383d2f2694e91a83,6,9,0x00f343fc52762f52e9738f0e8ef91b40734d89bc,0x23340e240eb31c65c88540971897b0b7794863a1,24999999999999999999,8000000000,253725
1576109041,9091446,0xf1d0c1be1d91153205ade73e923e03fd0c6967a1aa59762636ab179c850b15ea,23,102,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,11396854562016000000000,2000200000,76292
1576109041,9091446,0xe6db0f49a1d8c0640901caea7dbd6d184bfbaa31f5b0daae75c507766d5b14ee,24,105,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,2854971837692000000000,2000200000,76292
1576109058,9091447,0xf1082d41d089dca9d0439461e110863f031bb0c80e031be7158d08c03a4e0cda,47,35,0x998497ffc64240d6a70c38e544521d09dcd23293,0x1e0447b19bb6ecfdae1e4ae1694b0c3659614e4e,178641830000000000000,10000000000,189309
1576109060,9091448,0x4c1590713819823f99c66ee1dd3e830c73e329446be5d7086f02bc176082ea3a,25,11,0xac2e8c1bd8d32b77d7d74bdb88d1b39ff25ea32a,0x88932c9d848ed53a9dbf7b5ddcbcfe8b31b28b02,178641830000000000000,5000000000,52030
1576109060,9091448,0x46c93255b0980434287cd0b98d7716fe14f28a6454b37b728ff285d12f4cee59,61,82,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x586e32930ac05127de429bd566eaa2758fcbd9bc,2999471000000000000000,2500000000,73659
1576109117,9091450,0xe050bfe5fc81269293d20a2f02c46d8eb704a35cbca6df306adb5b6605d8ac5c,132,173,0x62ae162c9da102f2fc98374faa0d790a240158eb,0x39755357759ce0d7f32dc8dc45414cca409ae24e,8935150736712886794884,5000000000,250219
1576109138,9091451,0xc941f2568f99e8dc3621d0ac90c7f69204babfcda5e7329dfd540d9acec7b180,59,139,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x238a1cb5d16de31c77b5b412e4c9d7ba6e931b24,1520916453856800000000,2500000000,220263
1576109138,9091451,0xc941f2568f99e8dc3621d0ac90c7f69204babfcda5e7329dfd540d9acec7b180,59,143,0x238a1cb5d16de31c77b5b412e4c9d7ba6e931b24,0xbfb8a9b7af3d7d13f16c468145bef7780382d9e6,1520916453856800000000,2500000000,220263
1576109138,9091451,0x0e3d84d677cd7303724d86af26e85188b9726664d1d3d8a8644771466d7ccecd,87,171,0x767ca5d64d25a1bc3fede8f9d333e6293da6d402,0x4f10882493179fa4e4d3abf578ff58328f8463c2,22630622665567766890,2000000000,37042
1576109153,9091453,0xec65bc4d20f3f1676bc46e817ca0f140a8ddb0e99294a0da0633e9db01af92d3,33,29,0x0000000000000000000000000000000000000000,0x1815de8a0650e2e530a062e29de703caa5785f4c,3021665763258670168109,8000000000,169518
1576109188,9091456,0xcd1fa8e6bf4519fa3e6c518d7f83b328b9ae07f5016ee94122216a4c8ae3de18,106,78,0xbfb8a9b7af3d7d13f16c468145bef7780382d9e6,0x238a1cb5d16de31c77b5b412e4c9d7ba6e931b24,1520916453856800000000,8000000000,234439
1576109188,9091456,0xcd1fa8e6bf4519fa3e6c518d7f83b328b9ae07f5016ee94122216a4c8ae3de18,106,81,0x238a1cb5d16de31c77b5b412e4c9d7ba6e931b24,0x0000000000000000000000000000000000000000,1520916453856800000000,8000000000,234439
1576109188,9091456,0x25cfda8c7d82a5a5aa348e0c519fbe404bc9ed2958b88a4b8f48e4fb1d12c4ca,138,130,0x88932c9d848ed53a9dbf7b5ddcbcfe8b31b28b02,0x998497ffc64240d6a70c38e544521d09dcd23293,178641830000000000000,5000000000,22030
1576109230,9091457,0x97a76d0a66ded9f4cbd763a355901dca1401aff1678090213bd1e0d4793dd3d1,16,14,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x1f487a4435f3b730d742aa4b6ef8c9e0a6b9a027,600000000000000000000,8800000000,74244
1576109230,9091457,0xbda776bcaf4579c4e6f436dbefb822562249ad16814cb7835ca2ab46acd6bc95,17,17,0x00f343fc52762f52e9738f0e8ef91b40734d89bc,0x23340e240eb31c65c88540971897b0b7794863a1,24999999999999999999,8000000000,378483
1576109230,9091457,0xbda776bcaf4579c4e6f436dbefb822562249ad16814cb7835ca2ab46acd6bc95,17,18,0x781555cf6fd1a4b9a36d6dcbb19e90dfe8adb897,0x23340e240eb31c65c88540971897b0b7794863a1,10726724625450093000,8000000000,378483
1576109230,9091457,0xbda776bcaf4579c4e6f436dbefb822562249ad16814cb7835ca2ab46acd6bc95,17,20,0xf59e93290383ed15f73ee923ebbf29f79e37b6d8,0x23340e240eb31c65c88540971897b0b7794863a1,16090086873735569350,8000000000,378483
1576109240,9091459,0x4834aa724640b9ff2cb272557e96350248afaddc0a2dae9e20c48b361b1e4868,85,64,0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,0xb9d77a2bcb23850540c394df863d23bf17296ce8,205899892696697370176,8910385000,52044
1576109282,9091461,0xea778008e7355fe8b016607e16470c1a0c28652449538ab9a829eccfcae57e5d,33,30,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x58d52f59c8cdb06bc36246a5880933c5e83a69a4,5000000000000000000000,8800000000,74244
1576109282,9091461,0x9ef4fa19cff648dabc91500d2f6ae80a92ba65fee81839fbfa871c2b39697686,34,33,0x58d52f59c8cdb06bc36246a5880933c5e83a69a4,0x39755357759ce0d7f32dc8dc45414cca409ae24e,5000000000000000000000,8800000000,250147
1576109282,9091461,0x3113377d87688af9847c881f1dc417076cd70959aabe618886004923bd314e19,47,82,0xf791dd8050b1b8fa61f47aaca40df0d52bac9e7d,0xcfc5d6a7b2c47cc361836fa570a52710c174c2f6,16851896600000000000000,5000000000,52042
1576109282,9091461,0xedf418ad8d226b39652851191bcd2485039f5a881df23592a47b207a23b8bbcf,49,84,0x781555cf6fd1a4b9a36d6dcbb19e90dfe8adb897,0x23340e240eb31c65c88540971897b0b7794863a1,9557858355578406036,5000000000,283753
1576109282,9091461,0xedf418ad8d226b39652851191bcd2485039f5a881df23592a47b207a23b8bbcf,49,85,0x00f343fc52762f52e9738f0e8ef91b40734d89bc,0x23340e240eb31c65c88540971897b0b7794863a1,24999999999999999999,5000000000,283753
1576109282,9091461,0x3aa6ba7682ce804a024cc81f91dea687624d97d0ffe1c3fd3bada0ac337af63c,132,172,0x586e32930ac05127de429bd566eaa2758fcbd9bc,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,3000000000000000000000,2000000000,121581
1576109301,9091463,0xd0fac6440ee6969e69f754ef0c9f8aa416744e2927aa0eccd6d25a6ed71cf5bf,20,12,0x781555cf6fd1a4b9a36d6dcbb19e90dfe8adb897,0x23340e240eb31c65c88540971897b0b7794863a1,7826675198284270993,8000000000,253725
1576109301,9091463,0xd0fac6440ee6969e69f754ef0c9f8aa416744e2927aa0eccd6d25a6ed71cf5bf,20,13,0x00f343fc52762f52e9738f0e8ef91b40734d89bc,0x23340e240eb31c65c88540971897b0b7794863a1,24999999999999999997,8000000000,253725
1576109301,9091463,0x9dd8ca491d47f69cf9fbd21e0b65ee6bfcd6bd72f1936c8683697d317cf67b60,31,26,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xcf1394c5e2e879969fdb1f464ce1487147863dcb,841711454116010957131,5000000000,722901
1576109301,9091463,0x9dd8ca491d47f69cf9fbd21e0b65ee6bfcd6bd72f1936c8683697d317cf67b60,31,30,0xcf1394c5e2e879969fdb1f464ce1487147863dcb,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,841627282970599356028,5000000000,722901
1576109301,9091463,0x9dd8ca491d47f69cf9fbd21e0b65ee6bfcd6bd72f1936c8683697d317cf67b60,31,32,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,0x12f3088146417e47880d86ebaf1026834629bd85,841627282970599356028,5000000000,722901
1576109410,9091466,0x62ba05ddba7d9dabdc49864db763274df28d25de5dd452a8d695abbcbdbeb4dc,63,131,0x241e82c79452f51fbfc89fac6d912e021db1a3b7,0xadeeb9d09b8bcee10943198fb6f6a4229bab3675,7060050000000000000000,3000000000,76612
1576109443,9091469,0x41777180f82cb10b92e44a40778d714e4020a8e77d483e397c1194fe906101c0,38,36,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6a37ed86cf4ab6b116dc732fb6580971bbfafc81,764199610070000000000,15000000000,52030
1576109443,9091469,0x93c73cc670ab079a8d4713087558691281582a49e40cc1cfecca97e4ea804cbf,100,139,0xcfc5d6a7b2c47cc361836fa570a52710c174c2f6,0xbfae42a79ff045659dd0f84e65534f5c4c810023,16851896600000000000000,5000000000,37030
1576109443,9091469,0xf160348612d5117b0b7782ca55146444f89e176cb037a4222db5ed3fa4ccc09f,121,154,0x1815de8a0650e2e530a062e29de703caa5785f4c,0x4b6b834515b2447fc25e3b954a06177585a79bd0,3021660000000000000000,5000000000,52018
1576109466,9091470,0x119086aff0847fb4933a5f140bd5d991cb9f9c200084dda81168c811e61b40bd,35,25,0x12f3088146417e47880d86ebaf1026834629bd85,0x61cb3b149aef4920a4419361849043a0c3a5ca62,200000000000000000000,8000000000,182507
1576109466,9091470,0x119086aff0847fb4933a5f140bd5d991cb9f9c200084dda81168c811e61b40bd,35,28,0x61cb3b149aef4920a4419361849043a0c3a5ca62,0x0000000000000000000000000000000000000000,200000000000000000000,8000000000,182507
1576109466,9091470,0x369988439aced31b2de0a5e56e2152faa5f9a8da4bdeff3c54f3f410b2a2eecd,66,85,0xadeeb9d09b8bcee10943198fb6f6a4229bab3675,0xe2eb8e1aeaff59c844c22044f9fa232425a9cbf6,7060050000000000000000,4000000000,167519
1576109466,9091470,0x369988439aced31b2de0a5e56e2152faa5f9a8da4bdeff3c54f3f410b2a2eecd,66,88,0xe2eb8e1aeaff59c844c22044f9fa232425a9cbf6,0x0000000000000000000000000000000000000000,7060050000000000000000,4000000000,167519
1576109491,9091471,0x3badeb4cfce2d71f3b84f430fa492242d9988599b252a73652f61537257bc6af,14,13,0xbfae42a79ff045659dd0f84e65534f5c4c810023,0x1e0447b19bb6ecfdae1e4ae1694b0c3659614e4e,16851896600000000000000,16000000000,216415
1576109491,9091471,0xcd5b2845662c2ef3a0f308a87180cde6da89e84eb5c948682c0c5632632f9742,153,159,0x8b5042072ba68b15b0b94b814ef15bf75d58288a,0x0ac8bec74ee702d036d8f5c12ff8cb935a9bb1bb,10000000000000000000,2000000000,52006
1576109576,9091478,0xf0aea40fd66c21c5cd73b582e93fbd7f1087f4d5de6d368dd934268fe502240e,88,67,0x0000000000000000000000000000000000000000,0x72bb892b22b4615af7672e29b01d0529993d46d8,50953689901821480966,5000000000,169506
1576109657,9091485,0x21a0e2dcf2af290becbff1cd83513c6fe50edbfa12939db2df70d4bde37fa26f,17,7,0x12f3088146417e47880d86ebaf1026834629bd85,0x61cb3b149aef4920a4419361849043a0c3a5ca62,150000000000000000000,8000000000,182507
1576109657,9091485,0x21a0e2dcf2af290becbff1cd83513c6fe50edbfa12939db2df70d4bde37fa26f,17,10,0x61cb3b149aef4920a4419361849043a0c3a5ca62,0x0000000000000000000000000000000000000000,150000000000000000000,8000000000,182507
1576109666,9091486,0x206b5a36eb333b7918ae1ec4319e64b275cb90ce35ed76235ff3c06e671f4816,172,194,0x72bb892b22b4615af7672e29b01d0529993d46d8,0x86312441148ff79bf5bc07eb5cfe134fb739b02d,50953689901821480966,2000000000,37030
1576109770,9091491,0xd56b44a8e0ad860ec89741f4d1d9b7430f5e57ecad466e5c14465d3ae589d9b5,29,22,0x86312441148ff79bf5bc07eb5cfe134fb739b02d,0x6947f3928e10aa1e2e0b5e294a907ef5cd971f40,50557556215351440000,8000000000,182531
1576109770,9091491,0xd56b44a8e0ad860ec89741f4d1d9b7430f5e57ecad466e5c14465d3ae589d9b5,29,25,0x6947f3928e10aa1e2e0b5e294a907ef5cd971f40,0x0000000000000000000000000000000000000000,50557556215351440000,8000000000,182531
1576109845,9091493,0x76fd03cb9ffa085c48e5613f420ef83607a42eefd0be7785c78e03219bcb689b,77,68,0x86312441148ff79bf5bc07eb5cfe134fb739b02d,0x6947f3928e10aa1e2e0b5e294a907ef5cd971f40,0,8000000000,230444
1576109845,9091493,0x76fd03cb9ffa085c48e5613f420ef83607a42eefd0be7785c78e03219bcb689b,77,71,0x6947f3928e10aa1e2e0b5e294a907ef5cd971f40,0x0000000000000000000000000000000000000000,0,8000000000,230444
1576109859,9091495,0x8e521c10f33edae97baf2dd2b2ee7115f0e375debb32857f0dad0221e8a97bed,10,14,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,8213000000008648000000,5000000000,360290
1576109859,9091495,0x8e521c10f33edae97baf2dd2b2ee7115f0e375debb32857f0dad0221e8a97bed,10,18,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,0x39755357759ce0d7f32dc8dc45414cca409ae24e,8213000000315504000000,5000000000,360290
1576109890,9091496,0xdf40fe65cc95ae7eb4653100d4802dca42be5f04479ed9e41f8d4557dfd94e7b,64,48,0x12f3088146417e47880d86ebaf1026834629bd85,0x61cb3b149aef4920a4419361849043a0c3a5ca62,240000000000000000000,8000000000,182507
1576109890,9091496,0xdf40fe65cc95ae7eb4653100d4802dca42be5f04479ed9e41f8d4557dfd94e7b,64,51,0x61cb3b149aef4920a4419361849043a0c3a5ca62,0x0000000000000000000000000000000000000000,240000000000000000000,8000000000,182507
1576109890,9091496,0x62b1d5c913b6d89509cbcb462b7852c7054eb1a11b1b52df2226a95df3172126,121,98,0x0000000000000000000000000000000000000000,0xc6a771b1fda8639c1d8380b9cd39a52b01910a06,17014879442814925057,5000000000,169506
1576109920,9091497,0xe5872441dd713f8e10025155069c5564d95424135d3b5b41b73d0ff067053cea,98,69,0x12f3088146417e47880d86ebaf1026834629bd85,0x61cb3b149aef4920a4419361849043a0c3a5ca62,251627282970599356028,8000000000,167531
1576109920,9091497,0xe5872441dd713f8e10025155069c5564d95424135d3b5b41b73d0ff067053cea,98,72,0x61cb3b149aef4920a4419361849043a0c3a5ca62,0x0000000000000000000000000000000000000000,251627282970599356028,8000000000,167531
1576109963,9091499,0x59fc045ac7929dac64efcecba5e61aea186a59d815b3b2bef615e2377166a328,126,79,0x63825c174ab367968ec60f061753d3bbd36a0d8f,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,240013267822420784622,3500000000,360996
1576109963,9091499,0x59fc045ac7929dac64efcecba5e61aea186a59d815b3b2bef615e2377166a328,126,81,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,0x302e7ea58bcb5f13c0eaf7ce3675b4fa5c7cb1bc,240013267822420784622,3500000000,360996
1576110035,9091505,0xbd3955e09e7555aa5c0e2df25a4df41f27186dced6fdf35160aac128058a93a7,83,105,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0x586e32930ac05127de429bd566eaa2758fcbd9bc,3000000000000000000000,2000000000,495729
1576110073,9091509,0x9fc2dc2a5007c741014b9facbc9d11fe838787bf004e3d6df240caaf73a280f4,229,190,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x810e5d9e59afccf5668f633d129a2b556fbb40fb,8479083546143200000000,8800000000,73924
1576110198,9091510,0x47f620f7cc317313d4b38a13e0a3ea98f8ca0b127ba37b88359ba9785edc7886,3,8,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,2855107334712000000000,8000800000,76292
1576110200,9091511,0x45354c129d618493168954ff38d21a4897872232e509f6f0a7b32e05fd7b7512,4,2,0x810e5d9e59afccf5668f633d129a2b556fbb40fb,0x39755357759ce0d7f32dc8dc45414cca409ae24e,10000000000000000000000,8800000000,250207
1576110206,9091512,0x37e77d82d7711cb9119f2c3ebc9e88bb66188c2d363c8b24293e53dbb54c5438,29,33,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,114959092771528885907,8000000000,537878
1576110206,9091512,0x37e77d82d7711cb9119f2c3ebc9e88bb66188c2d363c8b24293e53dbb54c5438,29,35,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,0xab6458becb64ed94bf80a4e75e8dc1cbc5375ab6,114959092771528885907,8000000000,537878
1576110206,9091512,0x67f9713bdfd9164e17b313af2eae6fb37fa44c3d3342c0acea7b4ef15f29b0e9,40,50,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,7498000000847943000000,5750000000,600382
1576110206,9091512,0x67f9713bdfd9164e17b313af2eae6fb37fa44c3d3342c0acea7b4ef15f29b0e9,40,57,0x3e5d6e1472c9331b5695b428d8006040e2e8a754,0x39755357759ce0d7f32dc8dc45414cca409ae24e,7498000000022069000000,5750000000,600382
1576110233,9091514,0x954b0d0f2314f3151b63a1a8689d9fff9ff65aa0802a2d497da45adf6e25eaa8,56,47,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0x810e5d9e59afccf5668f633d129a2b556fbb40fb,10000000000000000000000,8800000000,74244
1576110233,9091514,0xf384916e499374075be67e109ae8b97cc016623a47731b5f5a68d6746d59d678,57,50,0x810e5d9e59afccf5668f633d129a2b556fbb40fb,0x39755357759ce0d7f32dc8dc45414cca409ae24e,10000000000000000000000,8800000000,235458
1576110233,9091514,0x373c707272624e5f595a576535b77606c3e719dfe5ccd27695d19e01cd0ee82a,63,65,0x39755357759ce0d7f32dc8dc45414cca409ae24e,0xcf1394c5e2e879969fdb1f464ce1487147863dcb,714439999999999999925,8000000000,477209
1576110233,9091514,0x373c707272624e5f595a576535b77606c3e719dfe5ccd27695d19e01cd0ee82a,63,69,0xcf1394c5e2e879969fdb1f464ce1487147863dcb,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,714368555999999999920,8000000000,477209
1576110233,9091514,0x373c707272624e5f595a576535b77606c3e719dfe5ccd27695d19e01cd0ee82a,63,71,0x65bf64ff5f51272f729bdcd7acfb00677ced86cd,0xe7cd0c95b15e5a9c4eb0af1c14b4a49724de9efd,714368555999999999920,8000000000,477209
1576110233,9091514,0xa8154135d9700afcc1f3da9c4074ffd94fd2730ecf409043a9da55e327fac853,90,114,0x0000000000000000000000000000000000000000,0xf04cedebe9aa533e2d1a85c88d9c8e6f676c1c58,8777718699675100000,5000000000,154506
